Incident Date,Incident Type Code,Incident Type,Apparatus Name,Priority,District Name,Station,City,Shift
2023-03-21 11:33:01-05:00,111,Building fire,SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-03-21 11:33:01-05:00,111,Building fire,SLL4,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLB1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLE7,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLL2,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLL4,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLM1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLOPS1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 18:50:07-05:00,112,Fires in structure other than in a building,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLE5,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLE6,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLM7,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLM6,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLM4,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLE7,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLB1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLE1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLE3,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-23 21:18:52-05:00,111,Building fire,SLM2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLB1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLE3,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLL4,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLM2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-25 08:39:33-05:00,111,Building fire,SLE1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-03-30 14:07:29-05:00,132,Road freight or transport vehicle fire,SLE7,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-30 14:07:29-05:00,132,Road freight or transport vehicle fire,SLOPS1,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-30 14:07:29-05:00,132,Road freight or transport vehicle fire,SLE2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-03-30 04:53:47-05:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-03-30 04:53:47-05:00,111,Building fire,SLE2,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-03-30 04:53:47-05:00,111,Building fire,SLE3,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-03-30 04:53:47-05:00,111,Building fire,SLE5,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-04-01 18:57:51-05:00,111,Building fire,SLB1,Emergent,RICHMOND,Sugar Land Fire Station 6,RICHMOND,B Shift
2023-04-01 18:57:51-05:00,111,Building fire,SLE6,Emergent,RICHMOND,Sugar Land Fire Station 6,RICHMOND,B Shift
2023-04-01 13:03:59-05:00,143,Grass fire,SLE6,Non-Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
2023-04-01 22:15:55-05:00,111,Building fire,SLOPS1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-04-01 22:15:55-05:00,111,Building fire,SLE3,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-04-01 22:15:55-05:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-04-01 22:15:55-05:00,111,Building fire,SLE2,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,B Shift
2023-04-02 20:05:38-05:00,150,"Outside rubbish fire, other",SLE1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-04-02 20:05:38-05:00,150,"Outside rubbish fire, other",SLE2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-04-08 17:53:39-05:00,131,Passenger vehicle fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-04-10 18:01:48-05:00,151,"Outside rubbish, trash or waste fire",SLL2,Non-Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-04-12 01:39:48-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,A Shift
2023-04-12 01:39:48-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,A Shift
2023-04-14 06:02:26-05:00,162,Outside equipment fire,SLL4,Emergent,S402,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLE5,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLL2,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLB1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLE1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLL4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLM1,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLM4,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,FD02,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,FD03,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 23:07:46-05:00,111,Building fire,SLE7,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-04-16 16:33:53-05:00,141,"Forest, woods or wildland fire",SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,A Shift
2023-04-19 17:38:17-05:00,143,Grass fire,SLE3,Emergent,S302,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-04-21 18:53:15-05:00,118,"Trash or rubbish fire, contained",SLE5,Emergent,S502,Sugar Land Fire Station 5,ETJ AREA,C Shift
2023-04-23 22:46:02-05:00,151,"Outside rubbish, trash or waste fire",SLL2,Non-Emergent,S202,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-04-27 13:02:18-05:00,131,Passenger vehicle fire,SLM2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-04-27 13:02:18-05:00,131,Passenger vehicle fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-04-30 21:40:45-05:00,160,"Special outside fire, other",SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-05-01 12:36:33-05:00,143,Grass fire,SLE6,Non-Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,B Shift
,111,Building fire,SLB4,,,,,
,111,Building fire,SLM3,,,,,
2023-05-03 09:05:01-05:00,111,Building fire,SLE7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLE3,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLM7,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLL2,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLOPS1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLL4,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLM1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLE6,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLE5,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,SLB1,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-03 09:05:01-05:00,111,Building fire,FD02,Emergent,S601,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-05-06 05:52:13-05:00,111,Building fire,SLB1,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-05-06 05:52:13-05:00,111,Building fire,SLL2,Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-05-06 05:52:13-05:00,111,Building fire,SLFM57,Non-Emergent,STAFFORD,Sugar Land Fire Station 2,STAFFORD,A Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLB1,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLE7,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLOPS1,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLM1,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLL2,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLE1,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLL4,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-08 19:28:19-05:00,162,Outside equipment fire,SLM4,Emergent,S104,Sugar Land Fire Station 4,SUGAR LAND,C Shift
2023-05-09 11:16:43-05:00,111,Building fire,SLOPS1,Emergent,NORTHEAST,Sugar Land Fire Station 1,HOUSTON,C Shift
2023-05-09 11:16:43-05:00,111,Building fire,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 1,HOUSTON,C Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLL4,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLE7,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLE1,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLOPS1,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLM7,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLB1,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 07:44:32-05:00,111,Building fire,SLE5,Emergent,S501,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLOPS1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLE1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLE7,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLL4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLM4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-10 20:01:17-05:00,113,"Cooking fire, confined to container",SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-05-13 08:39:43-05:00,111,Building fire,SLOPS1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-05-13 08:39:43-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-05-13 08:39:43-05:00,111,Building fire,SLE3,Emergent,MISSOURI CITY,Sugar Land Fire Station 3,MISSOURI CITY,B Shift
2023-05-20 12:56:20-05:00,131,Passenger vehicle fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-05-20 12:56:20-05:00,131,Passenger vehicle fire,SLL2,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,C Shift
2023-05-20 23:11:40-05:00,112,Fires in structure other than in a building,SLB1,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2023-05-20 23:11:40-05:00,112,Fires in structure other than in a building,SLL2,Emergent,NORTHEAST,Sugar Land Fire Station 2,FORT BEND COUNTY,C Shift
2023-05-25 18:09:37-05:00,113,"Cooking fire, confined to container",SLB1,Emergent,STAFFORD,Sugar Land Fire Station 3,STAFFORD,B Shift
2023-05-25 18:09:37-05:00,113,"Cooking fire, confined to container",SLE3,Emergent,STAFFORD,Sugar Land Fire Station 3,STAFFORD,B Shift
2023-05-25 20:39:58-05:00,113,"Cooking fire, confined to container",SLE7,Non-Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-05-27 18:18:30-05:00,142,Brush or brush-and-grass mixture fire,SLL4,Emergent,S4S1,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-05-30 14:37:04-05:00,131,Passenger vehicle fire,SLE7,Emergent,S702,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-01 08:38:24-05:00,132,Road freight or transport vehicle fire,SLL2,Emergent,S205,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-06-01 08:38:24-05:00,132,Road freight or transport vehicle fire,SLL4,Emergent,S205,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-06-05 15:21:57-05:00,111,Building fire,SLL4,Emergent,MISSOURI CITY,Sugar Land Fire Station 4,MISSOURI CITY,B Shift
2023-06-05 15:21:57-05:00,111,Building fire,SLB1,Emergent,MISSOURI CITY,Sugar Land Fire Station 4,MISSOURI CITY,B Shift
2023-06-05 15:21:57-05:00,111,Building fire,SLE3,Non-Emergent,MISSOURI CITY,Sugar Land Fire Station 4,MISSOURI CITY,B Shift
2023-06-07 22:48:04-05:00,131,Passenger vehicle fire,SLE1,Emergent,S104,Sugar Land Fire Station 1,SUGAR LAND,C Shift
2023-06-08 18:54:07-05:00,111,Building fire,SLE6,Emergent,S610,Sugar Land Fire Station 6,SUGAR LAND,C Shift
2023-06-11 14:45:13-05:00,113,"Cooking fire, confined to container",SLE7,Non-Emergent,S703,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-11 12:51:55-05:00,131,Passenger vehicle fire,SLE1,Emergent,S711,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-11 12:51:55-05:00,131,Passenger vehicle fire,SLE7,Emergent,S711,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-11 12:51:55-05:00,131,Passenger vehicle fire,SLE6,Emergent,S711,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-11 12:51:55-05:00,131,Passenger vehicle fire,SLB1,Emergent,S711,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLB1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLE1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLE7,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLL4,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLM2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,FD03,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-15 15:52:50-05:00,162,Outside equipment fire,SLOPS1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-06-16 23:25:14-05:00,154,Dumpster or other outside trash receptacle fire,SLL4,Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,A Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLB1,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLL4,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLE7,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLE1,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLOPS1,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLM7,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLE5,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLL2,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLM4,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLE3,Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,FD03,Non-Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-17 21:14:39-05:00,111,Building fire,SLFM57,Non-Emergent,S3S1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLE1,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLB1,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLE3,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLOPS1,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLL4,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLM1,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLE7,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLL2,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLE6,Non-Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-18 13:54:02-05:00,111,Building fire,SLM4,Emergent,S102,Sugar Land Fire Station 2,SUGAR LAND,B Shift
2023-06-19 15:05:32-05:00,154,Dumpster or other outside trash receptacle fire,SLL2,Emergent,S201,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-06-21 17:42:45-05:00,143,Grass fire,SLE5,Emergent,S503,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLB1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLE1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLOPS1,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLL2,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLL4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLM4,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,SLE3,Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-21 21:30:57-05:00,111,Building fire,FD03,Non-Emergent,S3S2,Sugar Land Fire Station 3,SUGAR LAND,A Shift
2023-06-29 13:12:41-05:00,131,Passenger vehicle fire,SLE6,Emergent,S601,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-06-29 13:12:41-05:00,131,Passenger vehicle fire,SLOPS1,Emergent,S601,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-06-29 13:12:41-05:00,131,Passenger vehicle fire,SLE5,Emergent,S601,Sugar Land Fire Station 5,SUGAR LAND,B Shift
2023-06-30 18:36:15-05:00,162,Outside equipment fire,SLE7,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-06-30 18:36:15-05:00,162,Outside equipment fire,SLFM56,Non-Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLB1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLE7,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLL4,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLOPS1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLM2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-01 16:34:02-05:00,142,Brush or brush-and-grass mixture fire,SLE1,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",FD01,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLE5,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLL4,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLM1,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLOPS1,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLB1,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLE1,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 22:39:06-05:00,160,"Special outside fire, other",SLE7,Emergent,S706,Sugar Land Fire Station 5,SUGAR LAND,A Shift
2023-07-04 17:05:45-05:00,131,Passenger vehicle fire,SLL2,Emergent,S202,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-07-04 17:05:45-05:00,131,Passenger vehicle fire,SLE3,Emergent,S202,Sugar Land Fire Station 2,SUGAR LAND,A Shift
2023-07-05 01:49:26-05:00,154,Dumpster or other outside trash receptacle fire,SLE1,Emergent,S105,Sugar Land Fire Station 1,SUGAR LAND,A Shift
2023-07-11 19:54:17-05:00,131,Passenger vehicle fire,SLE1,Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-07-11 19:54:17-05:00,131,Passenger vehicle fire,SLL4,Emergent,S3S2,Sugar Land Fire Station 4,SUGAR LAND,B Shift
2023-07-18 15:21:55-05:00,111,Building fire,SLE3,Emergent,S3M1,Sugar Land Fire Station 3,SUGAR LAND,B Shift
2023-07-18 16:43:24-05:00,143,Grass fire,SLE7,Emergent,S701,Sugar Land Fire Station 7,SUGAR LAND,B Shift
2023-07-19 20:53:23-05:00,151,"Outside rubbish, trash or waste fire",SLL2,Emergent,S203,Sugar Land Fire Station 2,SUGAR LAND,C Shift
2023-07-21 19:29:43-05:00,131,Passenger vehicle fire,SLL4,Emergent,S401,Sugar Land Fire Station 4,SUGAR LAND,A Shift
